duration,proto,service,orig_bytes,resp_bytes,conn_state,missed_bytes,orig_pkts,resp_pkts,orig_ip_bytes,resp_ip_bytes,label,label_name
3.428312,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.987026,tcp,unknown,115706,0,OTH,0,124,124,122402,7440,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.499771,udp,unknown,486,0,OTH,0,6,0,738,0,0,Normal
0.00854,tcp,unknown,4,12,RSTR,0,2,2,88,80,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.965133,tcp,unknown,84548,0,OTH,0,100,98,89948,5880,0,Normal
1.925733,udp,dns,0,0,OTH,0,9,0,252,0,1,Attack
1.918742,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.251078,udp,unknown,324,0,OTH,0,4,0,492,0,0,Normal
0.212542,other,unknown,0,0,OTH,0,2,0,120,0,0,Normal
2.944792,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1.928967,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1.919643,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.980001,tcp,unknown,67344,0,OTH,0,98,98,72636,5880,0,Normal
2.931832,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1.910081,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
2.921252,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
3.424365,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
0.751453,udp,unknown,982,0,OTH,0,8,0,1318,0,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.997377,tcp,unknown,61960,0,OTH,0,82,82,66388,4920,0,Normal
0.755404,udp,unknown,982,0,OTH,0,8,0,1318,0,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1.891721,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
3.423309,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,62,0,0,Normal
0.053128,tcp,unknown,4,12,RSTR,0,2,2,88,80,1,Attack
0.970016,tcp,unknown,77312,0,OTH,0,102,102,82820,6120,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
2.904339,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
2.944583,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
2.939061,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.0,udp,dhcp,1480,0,OTH,0,2,0,1564,0,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1.902613,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
2.930276,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
2.912443,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1.92166,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.983425,tcp,unknown,105608,0,OTH,0,122,122,112196,7320,0,Normal
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
2.927317,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.0,udp,dhcp,1480,0,OTH,0,2,0,1564,0,0,Normal
282.033537,tcp,dns,0,0,S1,0,8,0,512,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.984609,tcp,unknown,72000,0,OTH,0,90,90,76860,5400,0,Normal
0.983802,tcp,unknown,91666,0,OTH,0,102,102,97174,6120,0,Normal
0.993825,tcp,unknown,107474,0,OTH,0,126,126,114278,7560,0,Normal
2.940126,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
2.940012,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
2.937858,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.0,udp,unknown,274,0,OTH,0,2,0,358,0,0,Normal
3.426846,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
0.970744,tcp,unknown,64510,0,OTH,0,82,82,68938,4920,0,Normal
0.916049,tcp,unknown,107020,0,OTH,0,116,114,113284,6840,0,Normal
3.427936,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
0.986236,tcp,unknown,74884,0,OTH,0,98,98,80176,5880,0,Normal
1e-06,udp,dhcp,1480,0,OTH,0,2,0,1564,0,0,Normal
1.896912,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.975346,tcp,unknown,102864,0,OTH,0,120,120,109344,7200,0,Normal
0.95621,tcp,unknown,96162,0,OTH,0,112,110,102210,6600,0,Normal
0.981891,tcp,unknown,72238,0,OTH,0,92,92,77206,5520,0,Normal
0.408787,udp,unknown,582,0,OTH,0,4,0,750,0,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.502233,udp,unknown,820,0,OTH,0,6,0,1072,0,0,Normal
0.0,udp,unknown,274,0,OTH,0,2,0,358,0,0,Normal
0.981844,tcp,unknown,80410,0,OTH,0,94,94,85486,5640,0,Normal
0.99072,tcp,unknown,80048,0,OTH,0,96,98,85232,5880,0,Normal
0.963223,tcp,unknown,77384,0,OTH,0,102,102,82892,6120,0,Normal
0.924804,tcp,unknown,60154,0,OTH,0,76,76,64258,4560,0,Normal
3.432636,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.97943,tcp,unknown,99494,0,OTH,0,106,104,105218,6240,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
0.996106,tcp,unknown,105610,0,OTH,0,126,124,112414,7440,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
2.905175,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.96222,tcp,unknown,107712,0,OTH,0,114,114,113868,6840,0,Normal
0.010109,udp,unknown,582,0,OTH,0,4,0,750,0,0,Normal
0.919259,tcp,unknown,21578,0,OTH,0,70,70,25358,4200,0,Normal
1.914858,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.970004,tcp,unknown,75036,0,OTH,0,90,90,79896,5400,0,Normal
61.974976,tcp,dns,0,0,S1,0,6,0,384,0,1,Attack
1.891893,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1.915187,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.847591,other,unknown,0,0,OTH,0,2,0,120,0,0,Normal
1.909588,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1.921254,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.980899,tcp,unknown,65332,0,OTH,0,88,88,70084,5280,0,Normal
1e-06,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.003946,tcp,unknown,1762,930,SF,0,14,10,2506,1466,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.969478,tcp,unknown,107366,0,OTH,0,120,120,113846,7200,0,Normal
0.498045,udp,unknown,486,0,OTH,0,6,0,738,0,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.0,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.943879,tcp,unknown,74170,0,OTH,0,94,94,79246,5640,0,Normal
1e-06,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
1.891709,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
1.892934,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
2.944591,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.003133,other,unknown,0,0,OTH,0,2,0,120,0,0,Normal
0.940344,tcp,unknown,91620,0,OTH,0,98,96,96912,5760,0,Normal
0.954389,tcp,unknown,83796,0,OTH,0,108,108,89628,6480,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
258.456195,tcp,dns,0,0,S1,0,6,0,384,0,1,Attack
0.041983,tcp,unknown,4,12,RSTR,0,2,2,88,80,1,Attack
2.906106,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.924444,tcp,unknown,50868,0,OTH,0,72,70,54756,4200,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
3.42825,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.226656,udp,unknown,582,0,OTH,0,4,0,750,0,0,Normal
0.964368,tcp,unknown,98850,0,OTH,0,112,112,104898,6720,0,Normal
0.960909,tcp,unknown,109212,0,OTH,0,126,126,116016,7560,0,Normal
0.95969,tcp,unknown,92280,0,OTH,0,106,106,98004,6360,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.96157,tcp,unknown,88378,0,OTH,0,102,102,93886,6120,0,Normal
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
1.913936,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.534071,other,unknown,0,0,OTH,0,2,0,120,0,0,Normal
2.910534,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
14.417941,tcp,http,0,24,RSTR,0,4,4,240,160,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.97133,tcp,unknown,91452,0,OTH,0,105,106,97122,6360,0,Normal
9.3e-05,udp,dhcp,1480,0,OTH,0,2,0,1564,0,0,Normal
0.965117,tcp,unknown,70184,0,OTH,0,92,92,75152,5520,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
2.913529,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.939191,tcp,unknown,75710,0,OTH,0,76,76,79816,4560,0,Normal
2.944584,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.752089,udp,unknown,982,0,OTH,0,8,0,1318,0,0,Normal
0.376865,udp,unknown,410,0,OTH,0,6,0,662,0,0,Normal
65.996661,tcp,dns,0,0,S1,0,4,0,256,0,1,Attack
1.907231,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.648908,tcp,unknown,116142,1320,S1,0,104,70,121774,5488,0,Normal
0.969369,tcp,unknown,62660,0,OTH,0,86,86,67304,5160,0,Normal
3.423901,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
0.515021,tcp,unknown,26666,0,RSTO,0,34,34,28502,2040,0,Normal
3.428204,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
2.905075,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
0.0044,tcp,unknown,1762,930,SF,0,12,10,2402,1466,1,Attack
54.972008,tcp,dns,0,0,S1,0,4,0,256,0,1,Attack
0.933896,tcp,unknown,72974,0,OTH,0,94,94,78050,5640,0,Normal
1.93654,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,udp,unknown,162,0,OTH,0,2,0,246,0,0,Normal
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
2.90657,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1.921066,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.0,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1e-06,udp,dhcp,1480,0,OTH,0,2,0,1564,0,0,Normal
0.77174,udp,unknown,982,0,OTH,0,8,0,1318,0,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
320.880063,tcp,dns,0,0,S1,0,6,0,384,0,1,Attack
0.976924,tcp,unknown,108066,0,OTH,0,122,118,114654,7080,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
1.929402,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.932239,tcp,unknown,81892,0,OTH,0,94,94,86968,5640,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.970355,tcp,unknown,106982,0,OTH,0,124,124,113678,7440,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
2.913335,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.988293,tcp,unknown,147722,0,OTH,0,144,140,155498,8400,0,Normal
0.990275,tcp,unknown,122384,0,OTH,0,130,120,129404,7200,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.030047,tcp,unknown,4,12,RSTR,0,2,2,88,80,1,Attack
2.930045,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1.935874,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.96956,tcp,unknown,81308,0,OTH,0,98,98,86600,5880,0,Normal
0.910627,tcp,unknown,87670,0,OTH,0,98,98,92962,5880,0,Normal
3.427271,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
1.906155,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
1.889653,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.96555,tcp,unknown,109506,0,OTH,0,122,118,116094,7080,0,Normal
2.939505,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1.91446,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1.892413,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
1e-06,udp,unknown,162,0,OTH,0,2,0,246,0,0,Normal
2.918979,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
3.431747,tcp,http,96,0,S1,0,16,0,640,0,1,Attack
1.911142,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.112484,udp,unknown,1096,0,OTH,0,8,0,1432,0,0,Normal
1.922724,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
2.946785,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.962006,tcp,unknown,68114,0,OTH,0,84,84,72650,5040,0,Normal
1.416914,udp,dns,0,0,OTH,0,8,0,224,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.043697,tcp,unknown,4,12,RSTR,0,2,2,88,80,1,Attack
1e-06,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.768645,udp,unknown,982,0,OTH,0,8,0,1318,0,0,Normal
1.927272,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1.901078,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.005926,tcp,unknown,2920,0,RSTO,0,2,4,3028,240,0,Normal
0.980314,tcp,unknown,115856,0,OTH,0,126,126,122660,7560,0,Normal
2.92633,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.960054,tcp,unknown,110736,0,OTH,0,118,114,117108,6840,0,Normal
0.965645,tcp,unknown,78016,0,OTH,0,94,94,83092,5640,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.963695,tcp,unknown,56836,0,OTH,0,72,72,60724,4320,0,Normal
0.0,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.48151,udp,unknown,486,0,OTH,0,6,0,738,0,0,Normal
0.277363,udp,unknown,658,0,OTH,0,4,0,826,0,0,Normal
2.94498,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
2.939966,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.952111,tcp,unknown,76806,0,OTH,0,96,96,81990,5760,0,Normal
0.94485,tcp,unknown,72136,0,OTH,0,92,92,77104,5520,0,Normal
0.253631,udp,unknown,658,0,OTH,0,4,0,826,0,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
0.944972,tcp,unknown,77966,0,OTH,0,90,88,82826,5280,0,Normal
1.889441,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.0,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.985724,tcp,unknown,80260,0,OTH,0,104,104,85876,6240,0,Normal
153.008304,tcp,dns,0,0,S1,0,4,0,256,0,1,Attack
1e-06,tcp,ssl,0,0,S1,0,2,0,120,0,1,Attack
0.0,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.031749,tcp,unknown,4,12,RSTR,0,2,2,88,80,1,Attack
1e-06,udp,dhcp,1480,0,OTH,0,2,0,1564,0,0,Normal
0.950961,tcp,unknown,77482,0,OTH,0,94,94,82558,5640,0,Normal
1.913413,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.964464,tcp,unknown,55700,0,OTH,0,72,72,59588,4320,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
2.934511,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
0.964176,tcp,unknown,70376,0,OTH,0,92,92,75344,5520,0,Normal
0.971354,tcp,unknown,118702,0,OTH,0,120,118,125182,7080,0,Normal
2.94702,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.929258,tcp,unknown,90376,0,OTH,0,108,108,96208,6480,0,Normal
0.004457,tcp,http,0,12,RSTR,0,2,2,120,80,1,Attack
0.989976,tcp,unknown,112740,0,OTH,0,108,108,118572,6480,0,Normal
0.948064,tcp,unknown,78918,0,OTH,0,88,88,83670,5280,0,Normal
153.997002,tcp,dns,0,0,S1,0,4,0,256,0,1,Attack
0.490366,tcp,unknown,63368,0,RSTO,0,58,52,66512,3120,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
1.913373,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
0.972078,tcp,unknown,72380,0,OTH,0,100,100,77780,6000,0,Normal
1.902015,udp,dns,0,0,OTH,0,10,0,280,0,1,Attack
0.922781,tcp,unknown,48550,0,OTH,0,68,68,52222,4080,0,Normal
0.0,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.096126,udp,unknown,582,0,OTH,0,4,0,750,0,0,Normal
0.946255,tcp,unknown,115194,0,OTH,0,116,116,121458,6960,0,Normal
0.253324,udp,unknown,658,0,OTH,0,4,0,826,0,0,Normal
1e-06,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
0.0,other,unknown,0,0,OTH,0,1,0,60,0,0,Normal
2.926501,tcp,http,84,0,S1,0,14,0,560,0,1,Attack
1e-06,udp,unknown,496,0,OTH,0,2,0,580,0,0,Normal
1e-06,tcp,dns,0,0,S1,0,2,0,128,0,1,Attack
