orig_ip_bytes,tunnel_parents,conn_state,resp_bytes,resp_pkts,local_resp,id.orig_h,ip_proto,orig_bytes,orig_pkts,id.resp_h,id.orig_p,ts,uid,duration,missed_bytes,history,label,local_orig,resp_ip_bytes,service,id.resp_p,proto
1608,0,S0,0,0,T,192.168.76.7,6,117.0,2.0,192.168.10.120,44042,1776345565.729119,d723f920ffd344afab,0.0674284085197108,0,ShADTaFdtR,1,T,1388,http,667,udp
1538,0,S0,586,4,T,0.0.0.0,17,1481.0,8.0,255.255.255.255,40000,1776343107.794026,CukFJD1JaihoQlOSu,0.353372,0,D,0,T,631,dhcp,5353,udp
290,0,SF,492,2,T,192.168.10.120,17,270.0,6.0,239.255.255.250,40000,1776364674.3256798,CVSVN82MMLcm8ZYBt3,1.899288,0,D,0,T,549,dhcp,5353,udp
1301,0,OTH,1072,1,T,0.0.0.0,17,1281.0,6.0,255.255.255.255,68,1776364596.8651853,CTiVyt47lGSvvlhvM9,0.260077,0,D,0,T,1111,dns,67,udp
1086033,0,REJ,212,1,T,192.168.24.112,6,524640.0,3.0,192.168.10.120,58278,1776349034.491885,bc1b2ecdeaa847e8b3,0.7213029007263029,0,ShADTaTTCdtFf,1,T,21344,http,3389,udp
1454,0,REJ,0,0,T,192.168.27.92,6,199.0,2.0,192.168.10.120,58824,1776348987.804578,37982c24c6a548f891,0.1508897532253138,0,ShADTadtFf,1,T,1324,http,725,tcp
1610,0,S0,0,0,T,192.168.165.107,6,192.0,1.0,192.168.10.120,53046,1776349040.759871,635c8a4467a4422c86,0.0130705848022989,0,ShADTaFdtR,1,T,1388,http,316,tcp
563,0,S0,867,1,T,192.168.10.120,17,517.0,7.0,239.255.255.250,68,1776344276.8013084,CUdq1l3ViQy8CQlf74,0.004217,0,D,0,T,923,dhcp,67,udp
248,0,OTH,663,0,T,0.0.0.0,17,224.0,3.0,255.255.255.255,5353,1776325819.6165535,CpWOaJ2WmnTiEn1cOe,0.651111,0,D,0,T,717,-,5353,udp
333,0,S0,0,0,T,192.168.83.112,17,187.0,2.0,255.255.255.255,68,1776345543.196169,565c7ece229d4a5e81,0.1065154597386185,0,D,1,T,0,dhcp,270,udp
626,0,OTH,338,1,F,fe80::127d:1aff:fe3f:36c4,58,606.0,8.0,ff02::2,40000,1776341696.0104382,CZgMrs2RxeDwFMOQO6,0.837512,0,0,0,T,371,ntp,1900,icmp
848,0,OTH,567,0,T,0.0.0.0,17,803.0,8.0,255.255.255.255,40000,1776347912.9408898,C3GkC81AtujqigJhCb,1.370888,0,D,0,T,617,ntp,5353,udp
1015,0,OTH,120,1,T,0.0.0.0,17,971.0,10.0,255.255.255.255,68,1776362422.1868718,CjZRRZ1lWdqTfkGtt6,0.997098,0,D,0,T,159,ntp,5353,udp
579,0,SF,122,4,F,fe80::127d:1aff:fe3f:36c4,58,523.0,2.0,ff02::2,5353,1776360405.4307437,CzuF6i1CzcXN5Z5tR,1.116559,0,0,0,T,165,-,67,icmp
1262,0,S0,208,10,T,192.168.143.18,6,1810.494273008724,44.3237697673539,192.168.10.120,36612,1776345509.309935,d3ec24beb1dd4b7999,0.99784013223224,0,ShADTadtR,1,T,952,http,8080,tcp
1432,0,REJ,166,1,T,192.168.195.174,6,200.0,4.0,192.168.10.120,44002,1776345565.124063,ffe62fe9ee1b478bae,1.061621237078379,0,ShADTaFdtR,1,T,1284,http,3389,tcp
1480,0,OTH,861,0,T,0.0.0.0,17,1430.0,10.0,255.255.255.255,50000,1776342407.8731625,CnNpx31APgbArZ0lqc,1.278847,0,D,0,T,891,ntp,67,udp
1738,0,REJ,194,0,T,192.168.42.193,6,445.0,3.0,192.168.10.120,58302,1776345547.483408,3ed782165671437ab3,0.3512028372177328,0,ShADTadtFf,1,T,1028,http,3389,udp
1443,0,SF,439,0,T,0.0.0.0,17,1408.0,7.0,255.255.255.255,68,1776342726.3956456,CpQDeR3CsWyc2mzM9j,1.76685,0,D,0,T,477,-,5353,udp
1262,0,RSTO,208,0,T,192.168.238.3,6,259.0,4.0,192.168.10.120,34018,1776348981.520312,2da63cd228fc4c2ab3,1.6942302486462235,0,ShADTadtR,1,T,952,http,22,tcp
1266,0,S0,208,10,T,192.168.6.1,6,2010.546365182429,105.8114400455844,192.168.10.120,36648,1776345509.758342,d9fa25f64b5e489289,0.4281053811732703,0,ShADTadtR,1,T,952,http,8080,tcp
1478,0,SF,227,1,T,0.0.0.0,17,1431.0,2.0,255.255.255.255,40000,1776341830.702772,Cdvbnp12MnWuegimLl,1.502734,0,D,0,T,249,-,1900,udp
861,0,OTH,226,1,T,0.0.0.0,17,822.0,3.0,255.255.255.255,40000,1776362869.3439553,Co6UMu2HYG7t94Gz52,0.639928,0,D,0,T,262,dhcp,1900,udp
725,0,OTH,406,5,T,192.168.10.120,17,690.0,4.0,239.255.255.250,50000,1776360769.305155,CD4YNh48dUYhLq9XN4,0.107867,0,D,0,T,439,ntp,67,udp
650,0,OTH,827,4,T,169.254.23.111,17,608.0,7.0,224.0.0.251,5353,1776343938.2737162,CyqvKf3VzdafRv9NJf,0.880215,0,C,0,T,860,-,67,udp
1594,0,REJ,166,1,T,192.168.193.89,6,229.0,3.0,192.168.10.120,52972,1776349039.852183,f12c8803299348f287,1.9346761416432896,0,ShADTaFdtR,1,T,1388,http,23,tcp
388,0,SF,687,2,T,0.0.0.0,17,352.0,1.0,255.255.255.255,68,1776344647.251449,Ca9XbU327Jqr8RWPLf,0.659442,0,D,0,T,711,dhcp,5353,udp
976,0,OTH,1059,0,T,0.0.0.0,17,925.0,2.0,255.255.255.255,40000,1776324663.1583889,CF6g844NAFxdgczAsd,1.451859,0,D,0,T,1080,dhcp,5353,udp
1832,0,S0,0,0,T,192.168.78.77,6,43.0,2.0,192.168.10.120,53024,1776349040.558098,1966049ca90c45b8b4,0.097025211155422,0,ShADTaFdtRf,1,T,1644,http,29,udp
928,0,SF,803,5,T,0.0.0.0,17,906.0,2.0,255.255.255.255,5353,1776324919.516457,Cpbund35FU37JUdRQc,0.719073,0,D,0,T,850,dns,1900,udp
104946,0,REJ,196,1,T,192.168.92.78,6,50281.0,6.0,192.168.10.120,58626,1776345549.6875,1c19417437b44b9196,1.3288491210633266,0,ShADTaTdtFf,1,T,3840,http,3389,tcp
1694,0,S0,190,22,T,192.168.1.47,6,1817.89256822711,136.8038054280498,192.168.10.120,44032,1776345565.628386,6fe14793939b404db8,0.1265557783968632,0,ShADTaFdtRf,1,T,1540,http,8080,udp
1376,0,RSTO,297,1,T,192.168.91.73,6,264.0,5.0,192.168.10.120,36698,1776345510.317297,90cc11e2f6e54d9e98,1.923091123225645,0,ShADTadtFf,1,T,1234,http,3389,tcp
416,0,SF,156,0,T,0.0.0.0,17,381.0,2.0,255.255.255.255,5353,1776325625.5396802,CsxUWPmht5nrPSE6c,0.570755,0,D,0,T,179,ntp,5353,udp
1464,0,RSTO,404,2,T,192.168.37.117,6,308.0,4.0,192.168.10.120,58866,1776348989.824749,9dcac2faa09a49dd97,0.7266321049879555,0,ShADTadtFf,1,T,1448,http,22,tcp
1568,0,S0,0,0,T,192.168.75.75,6,98.0,2.0,192.168.10.120,52962,1776349039.751209,5d13cf4547b34083bf,0.014459214087768,0,ShADTaFdtR,1,T,1388,http,591,tcp
1608,0,REJ,217,1,T,192.168.242.204,6,380.0,4.0,192.168.10.120,36922,1776349012.068842,6485e269b732416585,1.178528359446008,0,ShADTadtFf,1,T,1074,http,23,udp
195,0,SF,468,2,T,0.0.0.0,17,154.0,4.0,255.255.255.255,68,1776347206.9113283,CSKftu4qegp7m069y1,0.735065,0,D,0,T,510,dhcp,5353,udp
1262,0,S0,0,0,T,192.168.49.188,6,136.0,1.0,192.168.10.120,34096,1776348982.619202,506ce7ade9cd4c0e84,0.1784967114843892,0,ShADTadtR,1,T,952,http,940,tcp
903,0,SF,38,3,T,0.0.0.0,17,866.0,1.0,255.255.255.255,50000,1776325432.3381944,CrrBq12nUQTbU7jQql,1.520766,0,D,0,T,59,-,1900,udp
1454,0,S0,350,12,T,192.168.147.134,6,2639.6674273619237,59.432024063315545,192.168.10.120,58838,1776348988.309423,1c9d0fd32f874f20b3,0.4187039701063717,0,ShADTadtFf,1,T,1340,http,8080,tcp
1744,0,REJ,0,0,T,192.168.145.149,6,63.0,2.0,192.168.10.120,58610,1776345549.127165,8be95c3899a14f27b7,0.0258218153100248,0,ShADTadtFf,1,T,1028,http,573,udp
893,0,SF,158,4,T,0.0.0.0,17,856.0,5.0,255.255.255.255,5353,1776344005.1811955,ClaGjWXPD0sX9v88k,0.204415,0,D,0,T,192,ntp,1900,udp
333,0,S0,0,0,T,192.168.78.197,17,0.0,4.6710734277533446,255.255.255.255,68,1776345734.834321,893122e8ff604becbd,0.8685373863210203,0,D,1,T,0,dhcp,67,udp
761,0,OTH,1100,5,T,192.168.10.120,17,703.0,1.0,239.255.255.250,68,1776361125.075548,Co4q3G3m7zAIpGgU9e,1.525303,0,D,0,T,1129,-,67,udp
1310,0,S0,321,5,F,fe80::127d:1aff:fe3f:36c4,58,1270.0,8.0,ff02::2,5353,1776362094.756906,Ca2Oi61QQltQlGmNdd,1.796497,0,0,0,T,347,ntp,67,icmp
618,0,OTH,1143,2,T,192.168.10.120,17,569.0,7.0,224.0.0.251,5353,1776341706.0787392,CRjTIo3l2gnobKglT4,1.775664,0,D,0,T,1196,-,67,udp
1540,0,RSTO,190,1,T,192.168.212.249,6,214.0,4.0,192.168.10.120,52952,1776349039.650152,1f8708970bf14b8899,0.8683029631872367,0,ShADTaFdtfR,1,T,1436,http,23,udp
1688,0,REJ,190,0,T,192.168.54.217,6,236.0,5.0,192.168.10.120,52936,1776349039.549513,4d92bdbfb0a7475b96,1.7093165529668493,0,ShADTaFdtfR,1,T,1540,http,22,udp
1610,0,S0,217,12,T,192.168.222.79,6,2009.5054991939348,119.31065349787526,192.168.10.120,54092,1776345532.689688,a6838ac26e6e4a2c87,0.4574962095222753,0,ShADTadtFf,1,T,1074,http,8080,tcp
1264,0,RSTO,208,2,T,192.168.149.139,6,260.0,6.0,192.168.10.120,36632,1776345509.614937,ccbdc768ab90496f83,1.980857919668373,0,ShADTadtR,1,T,952,http,3389,udp
124,0,OTH,213,5,F,fe80::127d:1aff:fe3f:36c4,58,102.0,6.0,ff02::2,68,1776362929.7983084,Cgwo5j2hW5kufvIAV4,0.92847,0,0,0,T,252,dhcp,1900,icmp
1016,0,OTH,759,2,T,0.0.0.0,17,975.0,2.0,255.255.255.255,5353,1776364338.587537,C8Ug4M2vsClc1M5JSj,1.008871,0,D,0,T,800,-,67,udp
726,0,S0,841,4,T,0.0.0.0,17,682.0,5.0,255.255.255.255,5353,1776346633.5289714,CR32nj4Vjm22OUWDo4,1.366,0,D,0,T,895,ntp,67,udp
796,0,S0,763,2,T,0.0.0.0,17,767.0,5.0,255.255.255.255,40000,1776341959.004988,Cvetf93tgGzL7Cut69,0.772854,0,D,0,T,808,ntp,67,udp
207,0,SF,16,2,T,192.168.10.120,17,148.0,2.0,224.0.0.251,68,1776325728.7459147,CrppEb47YSu1cruxYi,0.012333,0,D,0,T,52,-,1900,udp
1694,0,S0,0,0,T,192.168.162.140,6,82.0,1.0,192.168.10.120,44032,1776345565.628386,5aad25989d2d4db1af,0.1959571566572139,0,ShADTaFdtRf,1,T,1540,http,657,tcp
333,0,S0,0,0,T,192.168.93.8,17,0.0,4.042953197633876,255.255.255.255,68,1776345734.834321,42c913395aa54d0189,1.001910284091573,0,D,1,T,0,dhcp,67,tcp
1137,0,OTH,973,2,T,0.0.0.0,17,1083.0,9.0,255.255.255.255,5353,1776363886.464366,CFWnwl2nEKtOFk4Rp1,1.495206,0,D,0,T,1014,-,67,udp
387,0,S0,253,4,T,192.168.10.120,17,346.0,9.0,224.0.0.251,5353,1776361124.7933922,CyGHpamDA7g2WMVh9,1.144979,0,D,0,T,283,dhcp,67,udp
1454,0,S0,350,12,T,192.168.169.154,6,1075.0746352562871,64.02036909341152,192.168.10.120,36706,1776345515.828526,9e4249ea5a2d431697,1.4516904583398018,0,ShADTadtFf,1,T,1340,http,8080,tcp
646,0,S0,181,0,T,0.0.0.0,17,626.0,1.0,255.255.255.255,68,1776346248.3561823,C1WtA8zHTKOo2l3z7,1.962991,0,D,0,T,215,ntp,5353,udp
187,0,SF,1172,5,T,192.168.10.120,17,164.0,4.0,224.0.0.251,68,1776361753.696442,CbuA5C2x4DNYueiTMl,0.915058,0,D,0,T,1230,dhcp,1900,udp
1262,0,S0,0,0,T,192.168.219.59,6,199.0,1.0,192.168.10.120,36684,1776345510.126879,c17bc400ff514f5ea5,0.1207653285630874,0,ShADTadtR,1,T,952,http,302,tcp
477,0,OTH,567,2,T,0.0.0.0,17,433.0,8.0,255.255.255.255,68,1776346505.007099,Cn7Lgm24w1xzMhLWkg,0.920976,0,D,0,T,620,ntp,5353,udp
1258,0,OTH,742,4,T,192.168.10.120,17,1210.0,2.0,224.0.0.251,5353,1776362288.7504568,C2Oa9S2t2iR65RAb6i,0.166204,0,D,0,T,769,ntp,1900,udp
1375,0,OTH,536,4,F,fe80::de4a:3eff:fe7d:a510,17,1348.0,6.0,ff02::fb,50000,1776362108.766065,C6yih52HlRj6LES4S,0.976203,0,D,0,T,594,dhcp,5353,udp
1488,0,S0,809,0,F,fe80::127d:1aff:fe3f:36c4,58,1460.0,7.0,ff02::2,5353,1776360769.5016963,CexM912Pbg2h1eCZae,1.719543,0,0,0,T,846,dns,5353,icmp
1464,0,REJ,404,2,T,192.168.24.57,6,308.0,4.0,192.168.10.120,36722,1776345517.343874,53510cb8f76645ada0,0.9280501245377502,0,ShADTadtFf,1,T,1448,http,23,udp
1550,0,S0,190,20,T,192.168.48.61,6,2071.1602969032774,133.6568074961,192.168.10.120,52988,1776349040.154437,cf9dc8478a5247d881,1.484455396967348,0,ShADTaFdtfR,1,T,1436,http,8080,tcp
574,0,REJ,0,1,T,192.168.180.226,17,462.0,5.0,239.255.255.250,59037,1776349078.963808,963107661ebc42c587,1.372810305383812,0,D,1,T,0,0,3389,tcp
121,0,S0,830,1,T,0.0.0.0,17,64.0,4.0,255.255.255.255,50000,1776364467.590177,CbBoivg26f2tPwNM4,0.58358,0,D,0,T,885,dns,5353,udp
1459,0,SF,688,2,T,0.0.0.0,17,1400.0,2.0,255.255.255.255,5353,1776364401.7877617,C9rssr2Ia4qfmoInxl,0.454318,0,D,0,T,719,-,67,udp
376,0,SF,796,4,T,0.0.0.0,17,342.0,6.0,255.255.255.255,68,1776342536.673192,CqEdcQ3aZ16qfYOab9,1.447464,0,D,0,T,849,dns,1900,udp
1264,0,REJ,208,1,T,192.168.230.135,6,260.0,6.0,192.168.10.120,36622,1776345509.536569,d96888de1989421289,1.78359731363895,0,ShADTadtR,1,T,952,http,3389,udp
393,0,SF,990,1,T,0.0.0.0,17,348.0,6.0,255.255.255.255,40000,1776344199.5787606,C5c89TnxU3CXFqCJ5,0.139122,0,D,0,T,1033,dhcp,5353,udp
1266,0,REJ,0,0,T,192.168.127.72,6,122.0,3.0,192.168.10.120,34074,1776348982.287725,0036d5bde95d497385,0.1878464204020078,0,ShADTadtR,1,T,952,http,448,udp
138,0,S0,363,1,T,0.0.0.0,17,90.0,1.0,255.255.255.255,5353,1776325110.0903585,CbIZY13LjyQUnjlKR2,0.501065,0,D,0,T,385,-,1900,udp
500,0,S0,388,4,T,0.0.0.0,17,461.0,8.0,255.255.255.255,50000,1776343107.7859404,CukFJD1JaihoQlOSu,0.221257,0,D,0,T,434,-,67,udp
514,0,OTH,1147,4,T,192.168.10.120,17,468.0,8.0,224.0.0.251,5353,1776325728.1550715,CrppEb47YSu1cruxYi,0.312103,0,D,0,T,1202,ntp,5353,udp
1536,0,REJ,190,1,T,192.168.112.184,6,212.0,5.0,192.168.10.120,52978,1776349039.952987,32e65dcd41dd460a8d,0.9414260065374338,0,ShADTaFdtRf,1,T,1436,http,22,tcp
1596,0,RSTO,166,0,T,192.168.189.172,6,230.0,4.0,192.168.10.120,53004,1776349040.255385,2721190f2e464122a1,0.8469794209034983,0,ShADTaFdtR,1,T,1388,http,23,tcp
1421,0,SF,69,0,T,0.0.0.0,17,1379.0,7.0,255.255.255.255,50000,1776363250.933042,C9Uwb48b6jr8PMfmj,1.393915,0,D,0,T,96,dns,67,udp
977,0,SF,1052,2,T,0.0.0.0,17,945.0,4.0,255.255.255.255,40000,1776363505.4957583,C3Mysz3fHiFDcu5ZN3,1.217712,0,D,0,T,1083,dns,1900,udp
406,0,SF,361,2,T,0.0.0.0,17,346.0,9.0,255.255.255.255,68,1776325174.4838498,C4EbNS2FomPC8ae0D4,0.13456,0,D,0,T,393,-,5353,udp
1016,0,SF,878,3,T,0.0.0.0,17,971.0,6.0,255.255.255.255,40000,1776325818.5149,CpWOaJ2WmnTiEn1cOe,0.618177,0,D,0,T,923,dns,1900,udp
1086033,0,RSTO,212,2,T,192.168.199.57,6,524640.0,3.0,192.168.10.120,58278,1776349034.491885,83c9788726354a9781,0.5486889390530679,0,ShADTaTTCdtFf,1,T,21344,http,23,tcp
333,0,RSTO,0,2,T,192.168.180.240,17,0.0,3.0,255.255.255.255,68,1776345670.221205,6744eb2f5508432d85,0.432552678374331,0,D,1,T,0,dhcp,3389,tcp
1610,0,S0,217,12,T,192.168.94.46,6,3503.3601608567838,101.04721724883323,192.168.10.120,54084,1776345527.879632,e29aacae351a442b94,0.3098024660752994,0,ShADTadtFf,1,T,1074,http,8080,udp
945,0,SF,522,2,T,0.0.0.0,17,914.0,5.0,255.255.255.255,50000,1776364017.1046476,CNRrDx3fXx7Oh9wbml,1.946849,0,D,0,T,563,ntp,1900,udp
811,0,SF,602,1,F,fe80::de4a:3eff:fe7d:a510,58,757.0,10.0,ff02::2,68,1776360768.4583173,CkTC4TPWbbPdVmub1,0.78727,0,0,0,T,630,dhcp,67,icmp
1432,0,S0,166,18,T,192.168.91.178,6,1177.824455837884,159.35349476540367,192.168.10.120,44002,1776345565.124063,040ee040a3204403bc,0.4334535102228565,0,ShADTaFdtR,1,T,1284,http,8080,tcp
275,0,OTH,527,5,T,0.0.0.0,17,219.0,7.0,255.255.255.255,5353,1776324792.960214,CgMFEX1YJ2VdTbnzP9,1.636561,0,D,0,T,567,ntp,67,udp
180,0,OTH,1128,0,T,0.0.0.0,17,151.0,9.0,255.255.255.255,40000,1776364596.0039012,CTiVyt47lGSvvlhvM9,1.876294,0,D,0,T,1188,ntp,1900,udp
1540,0,S0,190,20,T,192.168.173.230,6,1880.1992152692123,78.09343767805449,192.168.10.120,52952,1776349039.650152,882de04ec24e4ac697,0.975983766434622,0,ShADTaFdtfR,1,T,1436,http,8080,udp
1155,0,SF,578,1,T,0.0.0.0,17,1130.0,9.0,255.255.255.255,68,1776342343.9670837,CxB2lf3lK9fWAd7vLd,1.412373,0,D,0,T,631,-,5353,udp
1026,0,SF,958,1,T,192.168.10.120,17,991.0,1.0,224.0.0.251,50000,1776325727.829148,CrppEb47YSu1cruxYi,0.338181,0,D,0,T,1009,ntp,1900,udp
1266,0,S0,0,0,T,192.168.159.126,6,111.0,3.0,192.168.10.120,34058,1776348982.121768,564c559bb9dc456c8b,0.1096647847023914,0,ShADTadtR,1,T,952,http,954,tcp
1752,0,RSTO,166,2,T,192.168.217.47,6,256.0,4.0,192.168.10.120,44058,1776345566.031882,814ca39a75f54750a5,1.6397664944982748,0,ShADTaFdtR,1,T,1492,http,23,udp
1264,0,S0,208,10,T,192.168.98.167,6,2394.482286321037,46.409519447914285,192.168.10.120,34046,1776348982.011404,728cc7a000f24efd9e,0.7017500746195295,0,ShADTadtR,1,T,952,http,8080,tcp
860,0,S0,213,2,T,169.254.23.111,17,804.0,5.0,224.0.0.251,40000,1776360769.644645,CxOr3d2y7qEUAsH5j5,0.789771,0,C,0,T,246,ntp,5353,udp
1142,0,SF,751,0,T,0.0.0.0,17,1113.0,7.0,255.255.255.255,40000,1776364146.3586965,CfvT7t4EtZOCkuKHGb,0.644846,0,D,0,T,776,dhcp,67,udp
1264,0,REJ,0,0,T,192.168.90.129,6,72.0,1.0,192.168.10.120,34010,1776348981.452486,96ccea0227fa4597be,0.1415828959200373,0,ShADTadtR,1,T,952,http,520,tcp
1063,0,SF,348,2,F,fe80::127d:1aff:fe3f:36c4,58,1041.0,3.0,ff02::2,5353,1776362929.8097672,Cgwo5j2hW5kufvIAV4,1.359388,0,0,0,T,396,ntp,67,icmp
1608,0,S0,166,20,T,192.168.154.42,6,1601.9286534017065,115.78066603127256,192.168.10.120,44042,1776345565.729119,5b0b59024fc04da9bb,1.4162021723082496,0,ShADTaFdtR,1,T,1388,http,8080,tcp
1266,0,REJ,0,0,T,192.168.231.166,6,52.0,2.0,192.168.10.120,34058,1776348982.121768,04f80630ead5468384,0.1187062119101035,0,ShADTadtR,1,T,952,http,842,udp
681,0,OTH,870,4,T,169.254.23.111,17,649.0,9.0,224.0.0.251,50000,1776360768.6774085,CxOr3d2y7qEUAsH5j5,0.397418,0,C,0,T,905,dhcp,5353,udp
1454,0,S0,0,0,T,192.168.175.7,6,193.0,1.0,192.168.10.120,36702,1776345515.324087,4b96ba64e8604524a1,0.0374292285594048,0,ShADTadtFf,1,T,1324,http,782,tcp
492,0,S0,1120,5,T,0.0.0.0,17,440.0,4.0,255.255.255.255,5353,1776325754.05633,C69lZ5gqqxZDHnXI9,0.117211,0,D,0,T,1169,ntp,67,udp
1233,0,S0,61,2,F,fe80::127d:1aff:fe3f:36c4,58,1187.0,2.0,ff02::16,68,1776363664.8145747,CZrzib386AzpZsT8Lf,1.636542,0,0,0,T,119,-,67,icmp
1594,0,REJ,0,0,T,192.168.99.128,6,184.0,2.0,192.168.10.120,52972,1776349039.852183,e125bc87eb6c40a5a2,0.1515715223645981,0,ShADTaFdtR,1,T,1388,http,688,udp
1568,0,REJ,166,2,T,192.168.253.96,6,216.0,2.0,192.168.10.120,52962,1776349039.751209,450935d4ce2b4041af,1.3468863287353705,0,ShADTaFdtR,1,T,1388,http,3389,udp
333,0,RSTO,0,1,T,192.168.31.28,17,0.0,6.0,255.255.255.255,68,1776349003.111352,179246e5f1ac435783,1.3228933987728773,0,D,1,T,0,dhcp,3389,tcp
1608,0,REJ,217,1,T,192.168.132.132,6,380.0,2.0,192.168.10.120,60868,1776348999.047373,4f34ff3397af4bcca1,1.2536996639756195,0,ShADTadtFf,1,T,1074,http,22,tcp
1430,0,OTH,708,3,F,fe80::de4a:3eff:fe7d:a510,17,1391.0,3.0,ff02::fb,50000,1776361100.6972704,CKaAXj13OmuCvlt7K3,1.263949,0,C,0,T,731,-,67,udp
1264,0,REJ,208,2,T,192.168.186.229,6,260.0,5.0,192.168.10.120,34030,1776348981.895334,e3c3c4bd902c4e42b1,0.5999827697267565,0,ShADTadtR,1,T,952,http,22,tcp
1608,0,S0,166,20,T,192.168.157.81,6,2238.870056965175,139.27861070735645,192.168.10.120,44042,1776345565.729119,c6cd67fb1bcf4223b6,0.2095809835810653,0,ShADTaFdtR,1,T,1388,http,8080,tcp
1372,0,SF,620,1,T,0.0.0.0,17,1348.0,1.0,255.255.255.255,5353,1776324728.2358134,CUBrng1cgCAi7HMZCj,0.354296,0,D,0,T,676,ntp,67,udp
1684,0,S0,0,0,T,192.168.156.134,6,180.0,1.0,192.168.10.120,44016,1776345565.325613,6d5999cf8c5948debd,0.141184900804811,0,ShADTaFdtfR,1,T,1540,http,779,udp
1051,0,OTH,172,4,T,192.168.10.120,17,1006.0,5.0,239.255.255.250,40000,1776361831.3974364,CBYQCz2JuanoPTHwzj,1.575943,0,D,0,T,196,dns,67,udp
1428,0,RSTO,368,0,T,192.168.107.228,6,290.0,4.0,192.168.10.120,58852,1776348989.319116,3c92423e11ec4ed8ba,0.8212414155939304,0,ShADTadtFf,1,T,1376,http,23,tcp
529,0,S0,546,2,T,0.0.0.0,17,488.0,2.0,255.255.255.255,5353,1776341639.5459654,Cc346g4XO2wCCGj7ei,0.89108,0,D,0,T,592,ntp,1900,udp
1428,0,REJ,368,0,T,192.168.20.183,6,290.0,6.0,192.168.10.120,36716,1776345516.838488,bcc40fe20d9a4ab6ad,0.1696729964070592,0,ShADTadtFf,1,T,1376,http,3389,tcp
